Date,City,State,AreaType,School,Fatalities,Wounded,Dupe,Source,Desc
9/26/00,New Orleans,Louisiana,,-,0,2,,Wikp,"13 year-olds Darrel Johnson, and Alfred Anderson were initially charged with attempted first-degree murder in the shooting of 15 year-old William Pennington. Pennington, after being shot, managed to gain control of the gun and shoot Johnson in the back.[319] Charges were later reduced to Aggravated Battery."
10/23/00,Los Angeles,California,urban,C,1,,,Pah,
10/26/00,Brooklyn,New York,urban,HS,1,,,Pah,
10/27/00,Memphis,Tennessee,urban,HS,1,,,Pah,
12/1/00,Granada Hills,California,urban,HS,0,,TRUE,Pah,
12/1/00,San Diego,California,,HS,0,1,,Wikp,"A 15-year-old Junipero Serra High School student who showed off a handgun on campus and threatened to shoot a classmate, ended up accidentally shooting himself, causing minor injuries.[320]"
1/10/01,Oxnard,California,urban,HS,1,,,Pah,
1/17/01,Baltimore,Maryland,urban,HS,1,,,Pah,
1/29/01,Arlington,Texas,urban,MS,1,,,Pah,
3/2/01,San Diego,California,urban,HS,0,,,Pah,
3/5/01,Santee,California,urban,HS,2,,TRUE,Pah,
3/5/01,Santee,California,,HS,2,13,,Wikp,"Santana High School shooting: 15-year-old student, Charles Andrew Williams, killed two students, 14-year-old Bryan Zuckor, and 15-year-old Randy Gordon, at Santana High Schooland wounded thirteen others. He was arrested and convicted of murder and attempted murder. He was sentenced to life with the chance of parole after serving fifty years.[321]"
3/7/01,Williamsport,Pennsylvania,urban,HS,0,,TRUE,Pah,
3/7/01,Williamsport,Pennsylvania,,HS,0,1,,Wikp,"14-year-old student, Elizabeth Catherine Bush, wounded fellow student Kimberly Marchese in the cafeteria of Bishop Neumann High School; she had been frequently teased and suffered from depression .[322]"
3/22/01,El Cajon,California,urban,HS,0,,TRUE,Pah,
3/22/01,El Cajon,California,,HS,0,5,,Wikp,"18-year-old former student, Jason Hoffman, opened fire at Granite Hills High School, injuring five people. He was convicted of assault and sentenced to prison, where he committed suicidein 2002.[324]"
3/30/01,Gary,Indiana,urban,HS,1,,TRUE,Pah,
3/30/01,Gary,Indiana,,HS,1,0,,Wikp,"17-year-old Donald Ray Burt Jr., fatally shot Neal Boyd, IV with one bullet to the head in a parking lot outside Lew Wallace High School.[325]"
4/3/01,Klein,Texas,urban,MS,0,,,Pah,
4/25/01,Cleveland,Ohio,urban,HS,1,,,Pah,
5/15/01,Ennis,Texas,suburban,HS,0,,,Pah,
5/16/01,Parkland,Washington,,C,2,0,,Wikp,40-year-old music instructor and organist James D. Holloway was shot multiple times with a .22-caliber handgun at Pacific Lutheran University by a 55-year-old man from Tacoma. The shooter was not a student or employee of the university and also killed himself. The victim was apparently chosen at random as the shooter had a personal dispute with a different staff member who was not on campus that day.[323]
5/17/01,Pierce County,Washington,urban,C,1,,,Pah,
10/12/01,Taylorsville,Utah,urban,HS,0,,,Pah,
11/12/01,Caro,Michigan,suburban,HS,0,,,Pah,
1/15/02,New York City,New York,urban,HS,0,,TRUE,Pah,
1/15/02,New York City,New York,,HS,0,2,,Wikp,"17-year-old Vincent Rodriguez, wounded two students at Martin Luther King, Jr. High School in Manhattan, with a semi-automatic pistol. He was retaliating for the victims having harassed his girlfriend. In February 2003, Rodriguez was sentenced to ten years in prison on charges of assault and attempted assault.[326]"
1/16/02,Gundy,Virginia,rural,C,3,,TRUE,Pah,
1/16/02,Grundy,Virginia,,C,3,3,,Wikp,"Appalachian School of Law shooting: Recently dismissed graduate student, 42-year-old Peter Odighizuwa, killed three at the Appalachian School of Law. 42-year-old dean Anthony Sutin, and 41-year-old professor Thomas Blackwell were killed along with 33-year-old student, Angela Dales. Three other students were also wounded.[327] Odighizuwa received three life sentences and an additional 28 years without the possibility of parole until 2005.[328]"
2/20/02,Milwaukee,Wisconsin,,HS,1,0,,Wikp,"16-year-old Washington High School student, Joseph Johnson Jr., was killed by Phillip D. Jackson Jr., when violence erupts between rival fans in the parking lot, after a basketball game between Vincent High School.[329]"
6/11/02,Conception,Missouri,,-,3,2,,Wikp,"71-year-old Lloyd Robert Jeffress opened fire at random in the halls of Conception Abbey, a monastery in northwest Missouri."
7/26/02,Charlotte,North Carolina,urban,MS,1,,,Pah,
10/4/02,San Antonio,Texas,urban,MS,1,,,Pah,
10/7/02,Bowie,Maryland,urban,MS,0,,TRUE,Pah,
10/7/02,Bowie,Maryland,,MS,0,1,,Wikp,"In the Beltway sniper attacks, one victim of several was 13-year-old Iran Brown, who was wounded as he arrived at Benjamin Tasker Middle School in Bowie, Maryland. His aunt, a nurse who had just dropped him off, rushed him to a hospital emergency room. Despite serious injuries, Brown survived the attack.[331][332]"
10/28/02,Tucson,Arizona,urban,C,4,,TRUE,Pah,
10/28/02,Tucson,Arizona,,C,4,0,,Wikp,"Failing nursing college student and Gulf War veteran, 40-year-old Robert Stewart Flores Jr., killed three assistant professors of nursing at the University of Arizona, 50-year-old Robin Rogers, 44-year-old Cheryl McGaffic, and 45-year-old Barbara Monroe, before turning the gun on himself.[333]"
10/29/02,Jersey City,New Jersey,,HS,0,1,,Wikp,"A 15-year-old student was shot in the abdomen and wounded inside a basement of Lincoln High School, during an argument with another student. Another 15-year-old student was arrested and charged with attempted murder.[334]"
11/7/02,Liberty,Missouri,suburban,ES,1,,,Pah,
12/16/02,Chicago,Illinois,urban,HS,1,,,Pah,
3/23/03,Meridian,Mississippi,suburban,HS,0,,,Pah,
4/10/03,Walnut,California,suburban,HS,0,,,Pah,
4/14/03,New Orleans,Louisiana,urban,HS,1,,TRUE,Pah,
4/14/03,New Orleans,Louisiana,,HS,1,3,,Wikp,"John McDonogh High School shooting. 18-year-old Steven Williams, and 17-year-old James Tate opened fire with an AK-47 and a handgun in the gymnasium of John McDonogh High School, killing a 15-year-old student and wounding three female students. Williams was sentenced to life imprisonment, and Tate was sentenced to fifteen years.[335][336][337]"
4/17/03,Addison,Texas,suburban,ES,1,,,Pah,
4/24/03,Red Lion,Pennsylvania,suburban,MS,1,,TRUE,Pah,
4/24/03,Red Lion,Pennsylvania,,HS,2,0,,Wikp,"14-year-old student James Sheets, entered Red Lion Area Junior High School armed with his stepfather's pistols. He killed the school's principal, Eugene Segro, before killing himself.[338][339]"
5/9/03,Cleveland,Ohio,urban,C,1,,TRUE,Pah,
5/9/03,Cleveland,Ohio,,C,1,2,,Wikp,"On May 9, 2003, Biswanath Halder, a 62-year-old business school alumnus of Case Western Reserve University, killed a graduate student and wounded a professor and another student using a semi-automatic rifle. He held the building and its nearly 100 occupants hostage for seven hours before being apprehended by a SWAT team. He was sentenced to life in prison.[340][341]"
5/13/03,Johnstown,Pennsylvania,urban,HS,1,,,Pah,
6/4/03,Wellsboro,Pennsylvania,suburban,MS,0,,,Pah,
7/15/03,Dallas,Texas,urban,HS,0,,,Pah,
9/24/03,Cold Spring,Minnesota,suburban,HS,2,,TRUE,Pah,
9/24/03,Cold Spring,Minnesota,,HS,2,0,,Wikp,"Rocori High School shooting: 15-year-old John Jason McLaughlin, shot 15-year-old freshman Seth Bartell and 17-year-old senior Aaron Rollins at Rocori High School. Rollins was killed immediately, and Bartell died from his wounds sixteen days later. McLaughlin was sentenced to life in prison with the chance of parole in 2038.[316]"
10/30/03,Washington,District Of Columbia,urban,HS,1,,,Pah,
11/7/03,Sugar Land,Texas,urban,HS,1,,,Pah,
1/21/04,Henderson,Nevada,urban,ES,1,,,Pah,
2/2/04,District of Columbia,District Of Columbia,urban,HS,1,,,Pah,
2/2/04,Washington,D.C.,,HS,1,0,,Wikp,"Thomas J. Boykin was acquitted of the murder of 17-year-old James Richardson, a football player at Ballou High School in Southeast Washington.[342]"
2/9/04,East Greenbush,New York,suburban,HS,0,,TRUE,Pah,
2/9/04,East Greenbush,New York,,-,0,1,,Wikp,"Jon W. Romano in East Greenbush, New York fired two rounds from a shotgun, wounding one teacher. He was tackled by the assistant principal and charged with one count of attempted murder.[343]"
2/11/04,Philadelphia,Pennsylvania,urban,ES,1,,,Pah,
3/17/04,Joyce,Washington,rural,MS,0,,,Pah,
5/7/04,Randallstown,Maryland,suburban,HS,0,,TRUE,Pah,
5/7/04,Randallstown,Maryland,,HS,0,4,,Wikp,"Two students were charged with a school shooting that arose from a dispute after a basketball game at Randallstown High School. Four persons were injured, two seriously. One student was paralyzed from the waist down.[344]"
5/24/04,Salt Lake City,Utah,urban,HS,1,,,Pah,
6/1/04,St Croix,Virgin Islands,urban,HS,1,,,Pah,
8/30/04,Maywood,Illinois,suburban,HS,1,,,Pah,
10/4/04,Memphis,Tennessee,urban,HS,0,,,Pah,
11/22/04,Philadelphia,Pennsylvania,urban,HS,1,,,Pah,
12/10/04,Nine Mile Falls,Washington,suburban,HS,1,,,Pah,
1/6/05,Philadelphia,Pennsylvania,urban,HS,1,,,Pah,
2/8/05,Chicago,Illinois,,HS,0,1,,Wikp,An 18-year-old student at Bowen High School was shot in the leg as she left the school around 2:30 p.m.[345]
3/2/05,Dover,Tennessee,,HS,1,0,,Wikp,"14-year-old Jason Clinard, killed his bus driver, 47-year-old Joyce Gregory, as she stopped to pick him up. Gregory had earlier reported Clinard for using snuff on the school bus. Clinard was given a life sentence.[346]"
3/21/05,Red Lake,Minnesota,rural,HS,10,,TRUE,Pah,
3/21/05,Red Lake,Minnesota,,HS,10,7,,Wikp,"Red Lake shootings: 16-year-old student Jeffrey Weise, killed his grandfather and grandfather's companion at their home, where he had been living, at the Red Lake Indian Reservation. He drove to Red Lake Senior High School. Armed with his grandfather's police weapons, Weise killed five students, one teacher, and one security guard, wounding seven others, before committing suicide.[347]"
5/17/05,Lower Allen Township,Pennsylvania,suburban,ES,1,,,Pah,
9/13/05,Chicago,Illinois,urban,HS,0,,TRUE,Pah,
9/13/05,Chicago,Illinois,,HS,0,1,,Wikp,"At Harlan Community Academy High School, a fight broke out between two 15-year-old boys in the gymnasium. Christopher Huff took out a pistol, shooting the other youth in the leg. A police officer on duty at the school arrested the gunman. The suspected shooter was charged as an adult with aggravated battery with a firearm.[348]"
11/8/05,Jacksboro,Tennessee,rural,HS,1,,TRUE,Pah,
11/8/05,Jacksboro,Tennessee,,HS,1,2,,Wikp,"Campbell County High School shooting: Inside the Campbell County High School office, 15-year-old Kenneth Bartley, shot the school principal, Gary Seale. He shot assistant principals Ken Bruce and Jim Pierce. Bruce later died from his wound. Bartley was sentenced to forty-five years in prison with chance of parole after twenty-nine years.[349][350][220]"
1/13/06,Birmingham,Alabama,urban,HS,1,,,Pah,
1/13/06,Longwood,Florida,,MS,0,1,,Wikp,"15-year-old Christopher Penley, took a pellet gun to class at Milwee Middle School. After refusing to drop the weapon, he was shot when he pointed it at a police officer.[351]"
1/15/06,Longwood,Florida,suburban,MS,1,,TRUE,Pah,
2/23/06,Roseburg,Oregon,suburban,HS,1,,TRUE,Pah,
2/23/06,Roseburg,Oregon,,HS,0,1,,Wikp,"14-year-old freshman Vincent Wayne Leodoro, shot student 16-year-old Joseph Monti, four times in the back with a semi-automatic handgun at Roseburg High School. Leodoro walked away from the school campus, and was confronted near a restaurant by six police officers. He threatened suicide but was persuaded to surrender.[352] He was found guilty of attempted murder and assault in July 2006, and will be held in prison until he turns twenty five years old.[353]"
3/14/06,Reno,Nevada,urban,MS,0,,TRUE,Pah,
3/14/06,Reno,Nevada,,MS,0,2,,Wikp,"Pine Middle School shooting: In the hallway of Pine Middle School, 14-year-old James Scott Newman, injured two 14-year-old classmates, Alexander Rueda and Kenzie McKeon, with a revolver belonging to his parents. Two students received minor wounds. Newman was subdued by a physical education teacher. The youth was arrested and charged as an adult for attempted murder, use of a deadly weapon and use of a firearm by a minor.[354] He later pleaded guilty to charges of two counts of battery with a deadly weapon, and was sentenced as a juvenile. Newman was sentenced to house arrest until he completed two-hundred hours of community service.[355]"
6/5/06,Venice,California,suburban,HS,1,,,Pah,
8/24/06,Essex,Vermont,suburban,ES,2,,TRUE,Pah,
8/24/06,Essex Junction,Vermont,,ES,2,3,,Wikp,"Christopher Williams, 26, shot his girlfriend's mother, Linda Lambesis, 57 at her home and from there he went to Essex Elementary School where Andrea, his girlfriend, worked. After he arrived at the elementary school, which was not in session at the time, he shot and killed Mary Alicia Shanks, 56, and shot Mary Snedeker, 52, nonfatally. He left the school and allegedly shot Chad Johansen, 26 nonfatally. He then turned the gun on himself, but did not die as a result.[356]"
8/30/06,Hillsborough,North Carolina,suburban,HS,3,,TRUE,Pah,
8/30/06,Hillsborough,North Carolina,,HS,0,2,,Wikp,"After shooting and killing his father, teenager Alvaro Castillo went to his high school, where he wounded two students. He was reportedly obsessed with the Columbine shootings and had written an email to the current Columbine high school principal before committing his own crime.[357]"
9/2/06,Shepherdstown,West Virginia,suburban,C,2,,TRUE,Pah,
9/2/06,Shepherdstown,West Virginia,,C,3,0,,Wikp,"49-year-old Douglas W. Pennington, killed himself and his two sons, 26-year-old Logan P. Pennington, 24-year-old Benjamin M. Pennington, during a visit to the campus of Shepherd University.[358][359]"
9/17/06,Pittsburgh,Pennsylvania,urban,C,0,,TRUE,Pah,
9/17/06,Pittsburgh,Pennsylvania,,-,0,5,,Wikp,"Five Duquesne basketball players were shot early Sunday morning during an apparent act of random violence on campus, leaving three hospitalized — two of them in critical condition.[360]"
9/27/06,Bailey,Colorado,suburban,HS,1,,TRUE,Pah,
9/27/06,Bailey,Colorado,,HS,2,0,,Wikp,"Platte Canyon High School hostage crisis: 53-year-old drifter, Duane Roger Morrison, walked into Platte Canyon High School and took six girls hostage. He sexually assaulted them. As a SWAT team stormed the classroom, he killed 16-year-old Emily Keyes, then took his own life.[361]"
9/29/06,Cazenovia,Wisconsin,rural,HS,1,,TRUE,Pah,
9/29/06,Cazenovia,Wisconsin,,HS,1,0,,Wikp,"Weston High School shooting: At around 8 a.m., 15-year-old freshman, Eric Hainstock, entered Weston High School. He aimed a 20-gauge shotgun at social studies teacher, Chuck Keller, before it was wrestled from him by school custodian, Dave Thompson. Hainstock then shot 49-year-old high school principal, John Alfred Klang, with a .22 caliber revolver. Klang died later that afternoon.[362][363] Hainstock was charged and convicted of murder, and is serving a life sentence. He will be eligible for parole in 2037.[220][364]"
10/2/06,Nickel Mines,Pennsylvania,rural,HS,5,,,Pah,
10/2/06,Nickel Mines,Pennsylvania,,HS,6,3,,Wikp,"West Nickel Mines School shooting: 32-year-old milk truck driver, Charles Carl Roberts IV, killed five Amish girls and wounded five others before killing himself in an Amish school in the hamlet of Nickel Mines, in Bart Township, Lancaster County.[365]"
10/9/06,Joplin,Missouri,urban,MS,0,,TRUE,Pah,
10/9/06,Joplin,Missouri,,MS,0,0,,Wikp,"13-year-old student Thomas White fired one shot from a Mac-90 rifle at a hallway ceiling at Memorial Middle School. The gunshot struck a water pipe, and nobody was injured. He also tried repeatedly to shoot principal Stephen Gilbreth at near-point-blank range as Gilbreth ushered him out of the school. Joplin police say the attempt was foiled by an improperly seated ammunition clip in the rifle. The principal was not injured. White was tried as an adult on charges of assault and firearms possession, and in 2009 he was sentenced to ten years of prison.[366]"
10/17/06,Katy,Texas,suburban,HS,1,,,Pah,
10/29/06,Fresno,California,urban,ES,1,,,Pah,
11/28/06,Houston,Texas,urban,HS,1,,,Pah,
12/12/06,Erdenheim,Pennsylvania,rural,MS,1,,,Pah,
1/3/07,Tacoma,Washington,urban,HS,1,,TRUE,Pah,
1/3/07,Tacoma,Washington,,HS,1,0,,Wikp,"18-year-old student Douglas S. Chanthabouly, killed 17-year-old Samnang Kok, in the hallways of Henry Foss High School following a personal disagreement. In 2009, Chanthabouly was sentenced to 23 years in prison on a charge of second-degree murder.[367]"
2/8/07,Prineville,Oregon,suburban,HS,1,,,Pah,
3/7/07,Midland,Michigan,urban,HS,0,,,Pah,
3/7/07,Greenville,Texas,suburban,HS,0,,,Pah,
3/7/07,Compton,California,,HS,0,1,,Wikp,"During an argument with several non-students and students, a student was shot in the elbow and wounded in the eating area at Centennial High School. The shooting occurred an hour after classes were dismissed, and students in after-school activities were sent home.[368]"
3/24/07,Greensboro,North Carolina,urban,C,0,,,Pah,
4/2/07,Seattle,Washington,urban,C,1,,,Pah,
4/10/07,Gresham,Oregon,urban,HS,0,,,Pah,
4/16/07,Blacksburg,Virginia,urban,C,32,,TRUE,Pah,
4/16/07,Blacksburg,Virginia,,C,33,23,,Wikp,"Virginia Tech shooting: 23-year-old student, Seung-Hui Cho, killed thirty-two students and faculty members at Virginia Tech, and wounded another seventeen students and faculty members in two separate attacks before committing suicide. The incident is the third-deadliest mass shooting by a single gunman in modern U.S. history."
9/21/07,Dover,Delaware,urban,C,1,,,Pah,
9/28/07,Oroville,California,suburban,HS,0,,,Pah,
9/30/07,Memphis,Tennessee,urban,C,1,,,Pah,
10/10/07,Cleveland,Ohio,urban,HS,0,,TRUE,Pah,
10/10/07,Cleveland,Ohio,,HS,1,4,,Wikp,"SuccessTech Academy shooting: Asa H. Coon, a 14-year-old suspended student, returned to SuccessTech Academy, where he fired shots at people inside the school building, wounding two teachers and two students. He shot himself in the head, committing suicide.[281][369]"
11/6/07,Miami Gardens,Florida,,HS,0,1,,Wikp,"43-year-old 11th grade algebra teacher, Sergio Miranda, was shot by 19-year-old Patrick Lively, outside Miami Carol City Senior High School during a robbery but was expected to survive.[370][371] In 2011, Lively received a life sentence.[372]"
1/15/08,Putnam City,Oklahoma,suburban,HS,0,,,Pah,
1/16/08,Cleveland,Ohio,urban,HS,0,,,Pah,
1/16/08,Charlotte,North Carolina,urban,HS,0,,,Pah,
2/4/08,Memphis,Tennessee,urban,HS,0,,TRUE,Pah,
2/4/08,Memphis,Tennessee,,HS,0,1,,Wikp,"At Hamilton High School, a student shot a 16-year-old student in the leg during a classroom argument over rap music. The victim's injury was not life-threatening.[373]"
2/7/08,Portsmouth,Ohio,suburban,ES,0,,,Pah,
2/8/08,Baton Rouge,Louisiana,urban,C,3,,TRUE,Pah,
2/8/08,Baton Rouge,Louisiana,,C,3,0,,Wikp,"Latina Williams, a 23-year-old nursing student at Louisiana Technical College killed two classmates and herself in a second floor classroom.[374]"
2/11/08,Memphis,Tennessee,urban,HS,0,,TRUE,Pah,
2/11/08,Memphis,Tennessee,,HS,0,1,,Wikp,"Following a feud that started off campus earlier in the week, a 19-year-old senior was shot by a 17-year-old sophomore during a gym class held in the cafeteria with about 75 other students at Mitchell High School, before handing the gun to a coach making no attempt to flee. The victim suffered at least two gunshot wounds and was in critical condition, the suspected shooter was in custody. ""He walked up to him, shot him, and made a statement to the coach that 'It's over now,' "", said principal, Daniel Ware.[375]"
2/12/08,Oxnard,California,urban,MS,1,,TRUE,Pah,
2/12/08,Oxnard,California,,HS,1,0,,Wikp,"Murder of Larry King: 14-year-old Brandon McInerney, shot 15-year-old Lawrence ""Larry"" King, twice in the head in the computer laboratory of E.O. Green Junior High School. McInerney was apprehended in a nearby neighborhood. King, who was openly homosexual, died two days later. McInerney was initially charged with a hate crime, but that charge was dropped. McInerney pleaded guilty to second-degree murder and was sentenced to 21 years in prison.[376]"
2/14/08,DeKalb,Illinois,urban,C,5,,TRUE,Pah,
2/14/08,DeKalb,Illinois,,C,6,21,,Wikp,"Northern Illinois University shooting: 27-year-old Steven Kazmierczak, shot multiple people in a lecture hall of Northern Illinois University, killing five and injuring 21, before taking his own life. Kazmierczak was not enrolled at the university, but had attended in the years prior to the attack.[377]"
2/23/08,Jonesboro,Arkansas,urban,C,0,,,Pah,
2/27/08,Little Rock,Arkansas,urban,C,0,,,Pah,
2/28/08,Miami Gardens,Florida,urban,HS,0,,,Pah,
3/6/08,Mobile,Alabama,urban,HS,1,,,Pah,
3/7/08,Chicago,Illinois,urban,HS,1,,,Pah,
4/5/08,Chicago,Illinois,urban,HS,1,,,Pah,
4/16/08,Fresno,California,urban,HS,1,,,Pah,
4/24/08,Omaha,Nebraska,urban,MS,0,,,Pah,
4/29/08,Washington,District of Columbia,urban,C,0,,,Pah,
7/24/08,Phoenix,Arizona,urban,C,0,,,Pah,
8/14/08,Federal Way,Washington,urban,MS,1,,TRUE,Pah,
8/14/08,Federal Way,Washington,,MS,1,0,,Wikp,"26-year-old Omero Mendez was waiting at the Lakota Middle School campus to pick up his girlfriend's son. He was confronted by 16-year-old Luis F. Cosgaya-Alvarez and two of his friends, driving in an SUV. Cosgaya-Alvarez flashed gang signs at Mendez, and shot him once in the head. Mendez later died of his injuries. Cosgaya-Alvarez was arrested a few days later in Seattle and was charged with murder. Cosgaya-Alvarez pleaded guilty to murder and weapon enhancements, and was sentenced to eighteen years in prison.[378]"
8/21/08,Knoxville,Tennessee,urban,HS,1,,TRUE,Pah,
8/21/08,Knoxville,Tennessee,,HS,1,0,,Wikp,"At Central High School, 15-year-old Jamar Siler killed 15-year-old Ryan McDonald. In 2011, Siler was sentenced to thirty years in prison after pleading guilty to murder in a plea agreement.[167]"
8/29/08,Portland,Oregon,urban,HS,0,,,Pah,
9/2/08,Willoughby,Ohio,suburban,HS,0,,TRUE,Pah,
9/2/08,Willoughby,Ohio,,HS,0,0,,Wikp,"A 15-year-old student brought a handgun into South High School, and shot two rounds, one into the ceiling and one shattering a trophy case. The student then put the gun to his head. Then Assistant Principal Jeff Lyons talked the student out of doing any harm."
10/13/08,San Antonio,Texas,urban,C,1,,,Pah,
10/16/08,Detroit,Michigan,urban,HS,1,,TRUE,Pah,
10/16/08,Detroit,Michigan,,HS,1,3,,Wikp,"16-year-old Christopher Walker, was killed, and three other teenagers were seriously wounded during a drive-by shooting near Henry Ford High School, soon after classes let out. Three teenagers were arrested and charged in connection with the shooting. The shooter, 15-year-old William Morton, was sentenced to life without parole, and Devon Bell was sentenced to forty-two years of prison.[379]"
10/20/08,Acton,California,suburban,HS,1,,,Pah,
10/21/08,Indianapolis,Indiana,urban,HS,1,,,Pah,
10/26/08,Conway,Arkansas,urban,C,2,,TRUE,Pah,
10/26/08,Conway,Arkansas,,C,2,1,,Wikp,"University of Central Arkansas shootings: Four young men fatally shot two students, 18-year-old Ryan Henderson, and 19-year-old Chavares Block, and wounded a 19-year-old campus visitor in the leg, outside the Arkansas Hall dormitory of University of Central Arkansas.[380]"
10/31/08,Stockton Springs,Maine,rural,ES,0,,,Pah,
11/12/08,Fort Lauderdale,Florida,urban,HS,1,,TRUE,Pah,
11/13/08,Fort Lauderdale,Florida,,HS,1,0,,Wikp,"15-year-old Amanda Collette, was killed in the hallway at Dillard High School. The shooter, 15-year-old Teah Wimberly, was sentenced to twenty-five years to life on a first-degree murder charge.[381]"
11/15/08,St. George,Utah,urban,HS,1,,,Pah,
11/21/08,Savannah,Georgia,urban,C,0,,,Pah,
1/8/09,New Castle,Delaware,suburban,HS,0,,,Pah,
1/9/09,Chicago,Illinois,urban,HS,0,,TRUE,Pah,
1/9/09,Chicago,Illinois,,HS,0,5,,Wikp,"After attendees were leaving a basketball game at Dunbar High School, a truck pulled over and someone inside fired shots at the crowd, wounding five people, three critically. 18-year-old Georgio Dukes, was arrested and charged a week later with five counts of felony aggravated battery with a firearm. Police believe that the attack was gang-related.[382]"
1/23/09,Cahokia,Illinois,suburban,HS,1,,,Pah,
2/7/09,Houston,Texas,urban,C,1,,,Pah,
2/11/09,El Monte,California,urban,ES,0,,,Pah,
2/17/09,Detroit,Michigan,urban,HS,0,,,Pah,
3/6/09,Fayetteville,North Carolina,urban,HS,0,,,Pah,
3/10/09,Jacksonville,Florida,urban,HS,2,,,Pah,
4/10/09,Dearborn,Michigan,urban,C,1,,,Pah,
4/24/09,Houston,Texas,urban,C,1,,,Pah,
4/26/09,Hampton,Virginia,urban,C,0,,TRUE,Pah,
4/26/09,Hampton,Virginia,,C,0,3,,Wikp,"18-year-old Odane Greg Maye, a former student of Hampton University, followed a 43-year-old pizza delivery man into his former dormitory. Armed with three guns, Maye wounded the delivery man, then the dorm monitor. Lastly, Maye shot himself in a suicide attempt. He survived and was convicted of two charges of malicious wounding, two counts of using a gun in a felony; burglary; and shooting in an occupied building. He was sentenced to fourteen years of prison in November 2009, and was ordered by a judge to pay more than $62,000 in restitution to his victims for lost wages.[383]"
5/1/09,Sheboygan,Wisconsin,urban,HS,0,,,Pah,
5/5/09,Canandaigua,New York,suburban,HS,0,,,Pah,
5/18/09,Larose,Louisiana,suburban,MS,0,,,Pah,
5/18/09,Cambridge,Massachusetts,urban,C,1,,TRUE,Pah,
5/18/09,Cambridge,Massachusetts,,C,1,0,,Wikp,"20-year-old Jabrai Copney, 23-year-old Jason Aquino, and 19-year-old Blayn Jiggetts, of New York City, invited 21-year-old Justin Cosby, of Cambridge, into a Harvard College dormitory. After trying to rob him of a pound of marijuana, they shot him. Copney turned himself in four days later. Copney was convicted of murder. His partners pleaded guilty to armed robbery and manslaughter. His girlfriend, 21-year-old Brittany Smith, pleaded guilty to accessory after the fact, firearm possession, and misleading a grand jury.[384]"
5/18/09,Larose,Louisiana,,MS,1,0,,Wikp,"15-year-old Larose-Cut Off Middle School student, Justin Doucet, carried his backpack to a restroom, where he put on camouflage clothes, took out a semi-automatic handgun before storming into a classroom. He was going to shoot his school teacher, Jessica Plaisance, but the gun did not fire. He returned to the restroom and shot himself in the head, dying a week later of his wounds.[385][386]"
6/9/09,Lexington,Kentucky,urban,MS,1,,,Pah,
6/16/09,San Francisco,California,urban,HS,0,,TRUE,Pah,
6/16/09,San Francisco,California,,HS,0,3,,Wikp,"After students were being let out of International Studies Academy on the first day of summer school classes, a man left a car and opened fire, wounding three people, including a 17-year-old female student. An 18-year-old man was arrested for being an accessory in the crime.[387]"
6/24/09,Parkersburg,Iowa,rural,HS,1,,,Pah,
9/2/09,San Bruno,California,suburban,C,0,,,Pah,
9/3/09,Atlanta,Georgia,urban,C,1,,,Pah,
9/3/09,San Bruno,California,,C,0,1,,Wikp,"A 20-year-old student was wounded in the parking lot of Skyline College after an argument between him and other men. The college campus was placed on lockdown. Three San Francisco residents, 18-year-old Germaine B. Benjamin, 20-year-old Dimaryea J. McGhee, and 18-year-old Jacori W. Bender, were each arrested and charged with felony firearm offenses.[388]"
9/8/09,Stamford,Connecticut,urban,HS,0,,,Pah,
9/14/09,Grand Rapids,Michigan,urban,HS,0,,,Pah,
9/16/09,Henrico,Virginia,urban,HS,0,,,Pah,
10/16/09,Carolina Forest,South Carolina,suburban,HS,1,,,Pah,
10/16/09,Conway,South Carolina,,HS,1,0,,Wikp,"16-year-old student, Trevor Varinecz was killed by a school resource officer after allegedly stabbing the officer.[220][389]"
10/30/09,Long Beach,California,urban,HS,1,,,Pah,
11/16/09,Dallas,Texas,urban,ES,0,,,Pah,
12/2/09,Brockton,Massachusetts,urban,HS,0,,,Pah,
12/8/09,Woodbridge,Virginia,urban,C,0,,,Pah,
12/11/09,Shreveport,Louisiana,urban,HS,0,,,Pah,
1/7/10,Phoenix,Arizona,urban,HS,0,,,Pah,
1/20/10,Livingston,Alabama,suburban,HS,1,,,Pah,
2/5/10,Madison,Alabama,suburban,MS,1,,TRUE,Pah,
2/5/10,Madison,Alabama,,MS,1,0,,Wikp,"14-year-old student, Hammad Memon, killed 14-year-old Todd Brown at Discovery Middle School as classes were changing. The shooting was possibly related to gang activitiy. In May 2013, Memon pleaded guilty to the murder and was sentenced to thirty years of prison. After Memon is released from prison, he is likely to be deported to his native Pakistan.[390]"
2/10/10,Knoxville,Tennessee,urban,ES,0,,,Pah,
2/12/10,Huntsville,Alabama,urban,C,3,,TRUE,Pah,
